,t,ns,planSummary,planningTimeMicros,cursorExhausted,queryFramework,reslen,locks,cpuNanos,durationMillis,find,filter,lsid,$not,$or,$eq,$gt,$in,$ne,$nin,$type,$mod,$regex,$where,$elemMatch,$size,$,>=,==,<=,<,>,===,&&,selector_comparision,selector_logical,selector_element,selector_evalutaion,selector_array,selector_bitwise,projection,misc,selector,standard_logical,all_operators
60,1712243230.348,test_database.test_collection,EOF,55.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",90130,0,test_collection,"{'user': {'$in': ['admin', 'root']}, 'password': 'password'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
61,1712243230.349,test_database.test_collection,EOF,43.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",72165,0,test_collection,"{'username': {'$regex': '^{}$', '$options': 'i'}}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
62,1712243230.35,test_database.test_collection,EOF,38.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",64111,0,test_collection,{'name': {'$not': {'$type': 'string'}}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
63,1712243230.35,test_database.test_collection,EOF,31.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",54653,0,test_collection,"{'name': {'$mod': [5, 0]}}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
64,1712243230.351,test_database.test_collection,EOF,407.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",131404,0,test_collection,{'$where': 'this.password.length > 10'},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
65,1712243230.352,test_database.test_collection,EOF,45.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",79700,0,test_collection,"{'user': 'test', 'password': 'pass'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
66,1712243230.352,test_database.test_collection,EOF,31.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",55404,0,test_collection,"{'name': 'John Doe', 'age': {}}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
67,1712243230.352,test_database.test_collection,EOF,32.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",56075,0,test_collection,"{'user': 'guest', 'password': 'guest'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
68,1712243230.353,test_database.test_collection,EOF,34.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",58860,0,test_collection,"{'type': 'admin', 'name': 'admin', 'roles': ['admin'], 'password': 'admin'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
69,1712243230.353,test_database.test_collection,EOF,42.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",70773,0,test_collection,"{'user': {'$size': 3}, 'password': '123456'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
70,1712243230.354,test_database.test_collection,EOF,230.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",107471,0,test_collection,{'$where': 'this.age <= {}'},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
71,1712243230.354,test_database.test_collection,EOF,34.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",62818,0,test_collection,{'name': {'$type': 2}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
72,1712243230.355,test_database.test_collection,EOF,31.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",56696,0,test_collection,{'name': {'$type': 16}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
73,1712243230.355,test_database.test_collection,EOF,37.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",62026,0,test_collection,"{'username': {'$regex': '^test', '$options': 'i'}}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
74,1712243230.356,test_database.test_collection,EOF,37.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",63269,0,test_collection,"{'user': 'guest', 'password': {'$ne': 'guest'}}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
75,1712243230.356,test_database.test_collection,EOF,57.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",93846,0,test_collection,"{'user': {'$regex': '^{}$'}, 'password': 'pass'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
76,1712243230.357,test_database.test_collection,EOF,88.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",155582,0,test_collection,{'name': {'$not': {'$type': 3}}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
77,1712243230.358,test_database.test_collection,EOF,67.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",113292,0,test_collection,{'name': {'$not': {'$type': 18}}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
78,1712243230.359,test_database.test_collection,EOF,381.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",150482,0,test_collection,{'$where': 'this.password.length <= 5'},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
79,1712243230.359,test_database.test_collection,EOF,64.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",111359,0,test_collection,"{'user': 'test', 'password': 'password'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
80,1712243230.36,test_database.test_collection,EOF,73.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",103113,0,test_collection,"{'name': 'Alice', 'age': {}}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
81,1712243230.361,test_database.test_collection,EOF,43.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",76393,0,test_collection,"{'user': 'john', 'password': 'qwerty'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
82,1712243230.361,test_database.test_collection,EOF,50.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",87334,0,test_collection,"{'type': 'user', 'name': 'user', 'roles': ['user'], 'password': 'user'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
83,1712243230.362,test_database.test_collection,EOF,71.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",125425,0,test_collection,"{'user': ['testuser', 'admin'], 'password': 'password'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
84,1712243230.363,test_database.test_collection,EOF,77.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",131336,0,test_collection,"{'username': {'$regex': '{}|admin', '$options': 'i'}}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
85,1712243230.363,test_database.test_collection,EOF,68.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",118031,0,test_collection,"{'user': {'$size': 1}, 'password': 'test'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
86,1712243230.365,test_database.test_collection,EOF,405.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",151876,0,test_collection,"{'$where': ""this.age > 20 && this.gender === 'male'""}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87,1712243230.365,test_database.test_collection,EOF,40.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",77535,0,test_collection,{'name': {'$type': 4}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
88,1712243230.366,test_database.test_collection,EOF,56.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",98826,0,test_collection,{'name': {'$type': 17}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
89,1712243230.367,test_database.test_collection,EOF,56.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",87785,0,test_collection,"{'username': {'$regex': '^{}$'}, 'password': {'$ne': 'test'}}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
90,1712243230.367,test_database.test_collection,EOF,33.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",57618,0,test_collection,{'name': {'$not': {'$type': 1}}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
91,1712243230.367,test_database.test_collection,EOF,41.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",68708,0,test_collection,{'name': {'$not': {'$type': 19}}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
92,1712243230.368,test_database.test_collection,EOF,386.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",132489,0,test_collection,"{'$where': ""this.password.length > 8 && this.name === 'admin'""}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
93,1712243230.369,test_database.test_collection,EOF,41.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",71615,0,test_collection,"{'user': 'admin', 'password': 'admin'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
94,1712243230.369,test_database.test_collection,EOF,51.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",94507,0,test_collection,"{'user': 'root', 'password': 'root'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
95,1712243230.37,test_database.test_collection,EOF,54.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",97333,0,test_collection,"{'user': 'admin', 'password': 'password123'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
96,1712243230.371,test_database.test_collection,EOF,72.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",130054,0,test_collection,"{'user': 'testuser', 'password': 'testuser123'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
97,1712243230.371,test_database.test_collection,EOF,59.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",111629,0,test_collection,"{'user': 'test', 'password': 'test'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
98,1712243230.372,test_database.test_collection,EOF,67.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",126497,0,test_collection,"{'name': 'Bob', 'age': {}}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
99,1712243230.373,test_database.test_collection,EOF,64.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",109095,0,test_collection,"{'user': 'john', 'password': 'password123'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
100,1712243230.374,test_database.test_collection,EOF,62.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",106239,0,test_collection,"{'type': 'user', 'name': 'user', 'roles': ['user'], 'password': 'user'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
101,1712243230.375,test_database.test_collection,EOF,80.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",143900,0,test_collection,"{'user': {'$elemMatch': {'$eq': 'admin'}}, 'password': {'$ne': 'test'}}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
102,1712243230.376,test_database.test_collection,EOF,60.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",98595,0,test_collection,"{'username': {'$regex': '{}.*admin.*', '$options': 'i'}}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
103,1712243230.376,test_database.test_collection,EOF,59.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",100118,0,test_collection,"{'user': {'$size': 2}, 'password': '123456'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
104,1712243230.377,test_database.test_collection,EOF,314.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",140356,0,test_collection,"{'$where': ""this.age > 30 && this.gender === 'female'""}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105,1712243230.378,test_database.test_collection,EOF,53.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",96973,0,test_collection,{'name': {'$type': 5}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
106,1712243230.379,test_database.test_collection,None,,None,None,115,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",111359,0,test_collection,{'name': {'$type': 20}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
107,1712243230.379,test_database.test_collection,EOF,74.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",121248,0,test_collection,"{'username': {'$regex': '^{}$', '$options': 'i'}, 'password': {'$ne': 'admin'}}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
108,1712243230.38,test_database.test_collection,EOF,60.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",105949,0,test_collection,{'name': {'$not': {'$type': 6}}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
109,1712243230.381,test_database.test_collection,None,,None,None,115,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",130254,0,test_collection,{'name': {'$not': {'$type': 21}}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
110,1712243230.382,test_database.test_collection,EOF,327.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",165221,0,test_collection,"{'$where': ""this.password.length > 12 && this.name === 'root'""}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111,1712243230.383,test_database.test_collection,EOF,88.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",140403,0,test_collection,"{'user': 'admin', 'password': 'administrator'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
112,1712243230.384,test_database.test_collection,EOF,69.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",122129,0,test_collection,"{'user': 'root', 'password': 'administrator'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
113,1712243230.385,test_database.test_collection,EOF,66.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",115777,0,test_collection,"{'user': 'admin', 'password': 'admin123'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
114,1712243230.386,test_database.test_collection,EOF,56.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",98876,0,test_collection,"{'user': 'testuser', 'password': 'testuser2023'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
115,1712243230.386,test_database.test_collection,EOF,63.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",113493,0,test_collection,"{'user': 'test', 'password': 'pass123'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
116,1712243230.387,test_database.test_collection,EOF,65.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",115406,0,test_collection,"{'name': 'Jane', 'age': {}}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
117,1712243230.388,test_database.test_collection,EOF,57.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",99877,0,test_collection,"{'user': 'john', 'password': 'password2023'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
118,1712243230.389,test_database.test_collection,EOF,42.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",71254,0,test_collection,"{'type': 'user', 'name': 'user', 'roles': ['user'], 'password': 'secure123'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
119,1712243230.389,test_database.test_collection,EOF,46.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",82014,0,test_collection,"{'type': 'user', 'name': 'user', 'roles': ['user'], 'password': 'password2023'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
